UUID,Modified,Creator,Publisher,Title,DatasetURI,Description,TopicCategory,DateIssued,Formats,Links
4f1d5eb0-da89-4f2d-b428-52979eb7478b,2016-11-28T06:50:02.718810,Office of Housing and Community Development,City of Philadelphia,Choice Neighborhoods,choice-neighborhoods,"The Choice Neighborhoods program is administered by the U.S. Department of Housing and Urban Development (HUD).  It supports locally driven strategies to address struggling neighborhoods with distressed public or HUD-assisted housing through a comprehensive approach to neighborhood transformation. 

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",,2015-06-02T02:57:53.351178,"CSV, api, shp, geojson, HTML, KML","http://data.phl.opendata.arcgis.com/datasets/53d19a764ceb49ada5e4e903ab92fbd7_0.csv, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/ChoiceNeighborhoods/FeatureServer/0/query?outFields=*&where=1%3D1, http://data.phl.opendata.arcgis.com/datasets/53d19a764ceb49ada5e4e903ab92fbd7_0.zip, http://data.phl.opendata.arcgis.com/datasets/53d19a764ceb49ada5e4e903ab92fbd7_0.geojson, https://www.arcgis.com/home/item.html?id=53d19a764ceb49ada5e4e903ab92fbd7, http://data.phl.opendata.arcgis.com/datasets/53d19a764ceb49ada5e4e903ab92fbd7_0.kml"
fab83c52-9f18-4a52-91fc-9adfc3262709,2016-11-28T06:49:38.420076,Department of Parks and Recreation,City of Philadelphia,Parks and Recreation Out of School Time Programs,ppr-out-of-school-time-programs,"Philadelphia Parks and Recreation out-of-school time afterschool programs.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Parks / Recreation,2015-05-22T04:58:38.912312,"CSV, api, shp, geojson, HTML, KML","http://data.phl.opendata.arcgis.com/datasets/796dad6b10c84b1bb150abc4d98bca9e_0.csv, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/PPR_OST_Programs/FeatureServer/0/query?outFields=*&where=1%3D1, http://data.phl.opendata.arcgis.com/datasets/796dad6b10c84b1bb150abc4d98bca9e_0.zip, http://data.phl.opendata.arcgis.com/datasets/796dad6b10c84b1bb150abc4d98bca9e_0.geojson, https://www.arcgis.com/home/item.html?id=796dad6b10c84b1bb150abc4d98bca9e, http://data.phl.opendata.arcgis.com/datasets/796dad6b10c84b1bb150abc4d98bca9e_0.kml"
894aca73-9481-4d64-b572-438b99745584,2016-11-28T06:49:21.248445,Public Health,City of Philadelphia,Farmers Markets Locations,farmers-markets-locations,"Locations of farmers markets in Philadelphia.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Food,2014-12-08T22:15:58.147670,"api, shp, HTML, CSV, geojson, KML","https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Farmers_Markets/FeatureServer/0/query?outFields=*&where=1%3D1, http://data.phl.opendata.arcgis.com/datasets/0707c1f31e2446e881d680b0a5ee54bc_0.zip, http://metadata.phila.gov/#home/datasetdetails/5543864320583086178c4e6d/, http://data.phl.opendata.arcgis.com/datasets/0707c1f31e2446e881d680b0a5ee54bc_0.csv, http://data.phl.opendata.arcgis.com/datasets/0707c1f31e2446e881d680b0a5ee54bc_0.geojson, http://data.phl.opendata.arcgis.com/datasets/0707c1f31e2446e881d680b0a5ee54bc_0.kml"
461272b6-cc76-48ef-ba31-7c5983125600,2016-11-28T06:48:38.132891,Streets Department,City of Philadelphia,Recycling Diversion Rate,recycling-diversion-rate,"Rate of recycling per rubbish/recycling district in total tons of recycling divided by the total tons of rubbish (garbage) collected during the given time period, either fiscal year, a fiscal year through a given quarter, or within one quarter.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",,2015-01-16T16:55:08.083099,"HTML, geojson, CSV, KML, shp, api","http://metadata.phila.gov/#home/datasetdetails/555f812df15fcb6c6ed44119/representationdetails/55438ab39b989a05172d0d53/, http://data.phl.opendata.arcgis.com/datasets/79c1c68097e641208ca7041251a87067_0.geojson, http://data.phl.opendata.arcgis.com/datasets/79c1c68097e641208ca7041251a87067_0.csv, http://data.phl.opendata.arcgis.com/datasets/79c1c68097e641208ca7041251a87067_0.kml, http://data.phl.opendata.arcgis.com/datasets/79c1c68097e641208ca7041251a87067_0.zip, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Recycling_Diversion_Rate/FeatureServer/0/query?outFields=*&where=1%3D1"
bd30b3d7-9e73-4533-8e55-2b995aa60b40,2016-11-28T06:47:46.987086,Records Department,City of Philadelphia,PhilaDox - Property Documents,philadox,"PhilaDox is an online database of documents filed with the City of Philadelphia Department of Records.  It stores contemporary land records, including deeds, sheriff deeds, mortgages, and land titles since 1974. Data is viewable as lists, tables and scanned images of the actual documents. The database is searchable by grantor/grantee names, address, or county record book and page.  Scanned documents can be downloaded as PDFs.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Real Estate / Land Records,2014-12-08T22:42:28.661091,HTML,http://philadox.phila.gov/
3338fc01-b3cb-4005-a643-ffb6c675e8ef,2016-11-28T06:44:18.876518,City Commissioners,City of Philadelphia,Polling Places,polling-places,"An API containing the locations of polling places in Philadelphia, along with parking code and building accessibility code attribute markers. Data is originally provided by the Philadelphia City Commissioners and is continuously updated in correspondence with the City Commissioners website, www.philadelphiavotes.com.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Elections / Politics,2014-12-08T22:26:32.294770,"api, HTML","http://api.phila.gov/polling-places/v1, http://phlapi.com/pollingplaces/, http://metadata.phila.gov/#home/datasetdetails/5543867e20583086178c4f68/"
7b23a915-2b3a-4bd3-a061-bf7fc0474cd4,2016-11-28T06:42:49.612523,Streets Department,City of Philadelphia,Highway Districts,highway-districts,"Boundaries of highway districts used for managing maintenance of roads.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Transportation,2014-12-08T22:42:15.275162,"CSV, KML, shp, geojson, HTML, api","http://data.phl.opendata.arcgis.com/datasets/0a0d06a0c78e47c5bb73cde26630db07_0.csv, http://data.phl.opendata.arcgis.com/datasets/0a0d06a0c78e47c5bb73cde26630db07_0.kml, http://data.phl.opendata.arcgis.com/datasets/0a0d06a0c78e47c5bb73cde26630db07_0.zip, http://data.phl.opendata.arcgis.com/datasets/0a0d06a0c78e47c5bb73cde26630db07_0.geojson, http://metadata.phila.gov/#home/datasetdetails/555f8128f15fcb6c6ed440ff/, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Highway_Districts/FeatureServer/0/query?outFields=*&where=1%3D1, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Highway_Districts_arc/FeatureServer/0/query?outFields=*&where=1%3D1"
03be4700-6209-434a-8b50-026660704174,2016-11-28T06:41:14.468071,Streets Department,City of Philadelphia,Arterial Streets,street-arterials,"The Arterial layer was developed to aid various city agencies with planning, organizing, and maintaining the streets of the City of Philadelphia.  These agencies include PWD, PCPC, Police, BRT, Health, etc. 

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",,2015-06-09T05:53:41.054908,"CSV, KML, shp, geojson, HTML, api","http://data.phl.opendata.arcgis.com/datasets/261eeb49dfd44ccb8a4b6a0af830fdc8_0.csv, http://data.phl.opendata.arcgis.com/datasets/261eeb49dfd44ccb8a4b6a0af830fdc8_0.kml, http://data.phl.opendata.arcgis.com/datasets/261eeb49dfd44ccb8a4b6a0af830fdc8_0.zip, http://data.phl.opendata.arcgis.com/datasets/261eeb49dfd44ccb8a4b6a0af830fdc8_0.geojson, https://www.arcgis.com/home/item.html?id=261eeb49dfd44ccb8a4b6a0af830fdc8, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Streets_Arterials/FeatureServer/0/query?outFields=*&where=1%3D1"
bd06bb25-ce7f-4f8b-9753-f92a1b420566,2016-11-28T06:40:45.984558,Street Department,City of Philadelphia,Non-Thru Streets for Trucks,no-thru-trucks-streets,"To map streets with no through trucks in the City of Philadelphia. 

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",,2015-06-09T06:45:40.213255,"CSV, KML, shp, geojson, HTML, api","http://data.phl.opendata.arcgis.com/datasets/7d3d337cd35f4fd19ea9a52604a89bfe_0.csv, http://data.phl.opendata.arcgis.com/datasets/7d3d337cd35f4fd19ea9a52604a89bfe_0.kml, http://data.phl.opendata.arcgis.com/datasets/7d3d337cd35f4fd19ea9a52604a89bfe_0.zip, http://data.phl.opendata.arcgis.com/datasets/7d3d337cd35f4fd19ea9a52604a89bfe_0.geojson, https://www.arcgis.com/home/item.html?id=7d3d337cd35f4fd19ea9a52604a89bfe, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/No_thru_Trucks/FeatureServer/0/query?outFields=*&where=1%3D1"
d5111a19-b0a4-40d2-adac-4a99048b87dc,2016-11-28T06:40:24.034855,Office of Property Assessment,City of Philadelphia,Geographic Market Areas,geographic-market-areas,"From the metadata: ""GMAs (Geographic Market Areas) define the geographic areas within which home sales will be compared during the reassessment analysis. GMAs are determined primarily by differences in sale prices, housing stock and/or geographical factors. As GMAs are created based on the specific market conditions and the assessment year, GMAs should be analyzed and updated at regular intervals based on the fluctuating market conditions and before creating reassessment models.""

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Real Estate / Land Records,2014-12-08T22:03:23.144295,shp,http://gis.phila.gov/gisdata/GMA_2012.zip
8b0062e9-9e3a-43b2-ad93-5267a2b562d7,2016-11-28T06:38:34.077381,Office of Innovation and Technology,City of Philadelphia,Airport Flight Status,phl-flight-api,"Use this API to search for flights depending on departure or arrival time.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",,2015-01-21T17:03:56.467053,HTML,"https://github.com/CityOfPhiladelphia/phl-airport-data, https://github.com/CityOfPhiladelphia/phl-airport-data/wiki, http://flightinfo.phlapi.com/"
416fb016-d555-4de4-a6e5-39b953485c2a,2016-11-28T06:38:03.764250,Streets Department,City of Philadelphia,Sanitation Areas,sanitation-areas,"Data includes the boundaries for city sanitation areas (which are aggregations of Sanitation Districts).

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Uncategorized,2014-12-08T22:49:48.724091,"CSV, KML, shp, geojson, HTML, api","http://data.phl.opendata.arcgis.com/datasets/472c504f650242f4be612d8320b89c86_0.csv, http://data.phl.opendata.arcgis.com/datasets/472c504f650242f4be612d8320b89c86_0.kml, http://data.phl.opendata.arcgis.com/datasets/472c504f650242f4be612d8320b89c86_0.zip, http://data.phl.opendata.arcgis.com/datasets/472c504f650242f4be612d8320b89c86_0.geojson, http://metadata.phila.gov/#home/datasetdetails/555f812ff15fcb6c6ed4411f/, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Sanitation_Areas/FeatureServer/0/query?outFields=*&where=1%3D1"
a5c5e24a-f162-423f-99e8-3ca357821947,2016-11-28T06:35:51.894795,Board of Ethics,City of Philadelphia,Philadelphia Lobbying Information System (PLIS),philadelphia-lobbying-information-system-plis,"The Philadelphia Lobbying Information System is a searchable database of registered lobbyists, principals and lobbying firms as well as lobbying expenses

The data was collected to comply with City Code Chapter 20-1200 (and Board Regulation No. 9) and more generally to provide the public insight as to the outside interests who speak with City government officials to influence policy.  Data was submitted to PLIS by lobbyists, lobbying firms, and principals.  The intended audience for this data is anyone with an interest in the people lobbying City government.  The data collected by PLIS is a public record intended to make the legislative and executive process more transparent by providing the public with a clear picture of all of the outside interests involved in policy discussions.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Elections / Politics,2014-12-08T22:42:43.677672,HTML,"http://plis.cloudapp.net/Public/wfSearch.aspx, http://cityofphiladelphia.github.io/metadata-catalog/#home/datasetdetails/5543868520583086178c4f80/, http://cityofphiladelphia.github.io/metadata-catalog/#home/datasetdetails/5543868520583086178c4f81/"
db3da8eb-d078-47df-980e-b73482ae3fa8,2016-11-28T06:35:30.486540,Public Health,City of Philadelphia,Vital Status Events,vital-status-events,"Annual number of births and deaths by census tract and by zipcode.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Health / Human Services,2015-06-02T19:29:35.792848,CSV,"http://www.phila.gov/health/pdfs/2012VitalEvents_BirthsByCensusTract.csv, http://www.phila.gov/health/pdfs/2011VitalEvents_BirthsByCensusTract.csv, http://www.phila.gov/health/pdfs/2010VitalEvents_BirthsByCensusTract.csv, http://www.phila.gov/health/pdfs/2009VitalEvents_BirthsByCensusTract.csv, http://www.phila.gov/health/pdfs/2008VitalEvents_BirthsByCensusTract.csv, http://www.phila.gov/health/pdfs/2007VitalEvents_BirthsByCensusTract.csv, http://www.phila.gov/health/pdfs/2006VitalEvents_BirthsByCensusTract.csv, http://www.phila.gov/health/pdfs/2005VitalEvents_BirthsByCensusTract.csv, http://www.phila.gov/health/pdfs/2004VitalEvents_BirthsByCensusTract.csv, http://www.phila.gov/health/pdfs/2003VitalEvents_BirthsByCensusTract.csv, http://www.phila.gov/health/pdfs/2012VitalEvents_DeathsByCensusTract.csv, http://www.phila.gov/health/pdfs/2011VitalEvents_DeathsByCensusTract.csv, http://www.phila.gov/health/pdfs/2010VitalEvents_DeathsByCensusTract.csv, http://www.phila.gov/health/pdfs/2009VitalEvents_DeathsByCensusTract.csv, http://www.phila.gov/health/pdfs/2008VitalEvents_DeathsByCensusTract.csv, http://www.phila.gov/health/pdfs/2007VitalEvents_DeathsByCensusTract.csv, http://www.phila.gov/health/pdfs/2006VitalEvents_DeathsByCensusTract.csv, http://www.phila.gov/health/pdfs/2005VitalEvents_DeathsByCensusTract.csv, http://www.phila.gov/health/pdfs/2004VitalEvents_DeathsByCensusTract.csv, http://www.phila.gov/health/pdfs/2003VitalEvents_DeathsByCensusTract.csv, http://www.phila.gov/health/pdfs/2012VitalEvents_BirthsByZipcode.csv, http://www.phila.gov/health/pdfs/2011VitalEvents_BirthsByZipcode.csv, http://www.phila.gov/health/pdfs/2010VitalEvents_BirthsByZipcode.csv, http://www.phila.gov/health/pdfs/2009VitalEvents_BirthsByZipcode.csv, http://www.phila.gov/health/pdfs/2008VitalEvents_BirthsByZipcode.csv, http://www.phila.gov/health/pdfs/2007VitalEvents_BirthsByZipcode.csv, http://www.phila.gov/health/pdfs/2006VitalEvents_BirthsByZipcode.csv, http://www.phila.gov/health/pdfs/2005VitalEvents_BirthsByZipcode.csv, http://www.phila.gov/health/pdfs/2004VitalEvents_BirthsByZipcode.csv, http://www.phila.gov/health/pdfs/2003VitalEvents_BirthsByZipcode.csv, http://www.phila.gov/health/pdfs/2012VitalEvents_DeathsByZipcode.csv, http://www.phila.gov/health/pdfs/2011VitalEvents_DeathsByZipcode.csv, http://www.phila.gov/health/pdfs/2010VitalEvents_DeathsByZipcode.csv, http://www.phila.gov/health/pdfs/2009VitalEvents_DeathsByZipcode.csv, http://www.phila.gov/health/pdfs/2008VitalEvents_DeathsByZipcode.csv, http://www.phila.gov/health/pdfs/2007VitalEvents_DeathsByZipcode.csv, http://www.phila.gov/health/pdfs/2006VitalEvents_DeathsByZipcode.csv, http://www.phila.gov/health/pdfs/2005VitalEvents_DeathsByZipcode.csv, http://www.phila.gov/health/pdfs/2004VitalEvents_DeathsByZipcode.csv, http://www.phila.gov/health/pdfs/2003VitalEvents_DeathsByZipcode.csv"
0ec7c4ac-b771-44f0-920c-18749ddf7e96,2016-11-28T06:34:40.030253,Office of Innovation and Technology,City of Philadelphia,Unified Web Analytics,unified-digital-analytics,"Data powering [analytics.phila.gov](analytics.phila.gov): a public, near-real-time dashboard representing traffic to the City of Philadelphia’s web properties. 

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",,2015-04-20T16:05:47.042398,JSON,"https://s3.amazonaws.com/analytics.phila.gov/data/realtime.json, https://s3.amazonaws.com/analytics.phila.gov/data/today.json, https://s3.amazonaws.com/analytics.phila.gov/data/devices.json, https://s3.amazonaws.com/analytics.phila.gov/data/os.json, https://s3.amazonaws.com/analytics.phila.gov/data/windows.json, https://s3.amazonaws.com/analytics.phila.gov/data/browsers.json, https://s3.amazonaws.com/analytics.phila.gov/data/ie.json, https://s3.amazonaws.com/analytics.phila.gov/data/top-pages-realtime.json, https://s3.amazonaws.com/analytics.phila.gov/data/top-domains-7-days.json, https://s3.amazonaws.com/analytics.phila.gov/data/top-domains-30-days.json"
